"STATISTIC","Statistic","TLIST(Q1)","Quarter","C01855V02284","Port","C01713V02044","Region of Trade","UNIT","VALUE"
"TBQ05C01","Goods Handled","20201","2020Q1","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","334"
"TBQ05C01","Goods Handled","20201","2020Q1","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","63"
"TBQ05C01","Goods Handled","20201","2020Q1","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","32"
"TBQ05C01","Goods Handled","20201","2020Q1","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20202","2020Q2","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","10863"
"TBQ05C01","Goods Handled","20202","2020Q2","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4121"
"TBQ05C01","Goods Handled","20202","2020Q2","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","3830"
"TBQ05C01","Goods Handled","20202","2020Q2","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","560"
"TBQ05C01","Goods Handled","20202","2020Q2","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1947"
"TBQ05C01","Goods Handled","20202","2020Q2","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","406"
"TBQ05C01","Goods Handled","20202","2020Q2","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","477"
"TBQ05C01","Goods Handled","20202","2020Q2","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C01","Goods Handled","20202","2020Q2","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","67"
"TBQ05C01","Goods Handled","20202","2020Q2","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","65"
"TBQ05C01","Goods Handled","20202","2020Q2","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","345"
"TBQ05C01","Goods Handled","20202","2020Q2","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C01","Goods Handled","20202","2020Q2","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","291"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","102"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","176"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","7"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","5"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","1"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDUB","Dublin","-","All regions of trade","000 Tonnes","5286"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3529"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","1518"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","57"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","16"
"TBQ05C01","Goods Handled","20202","2020Q2","IEDUB","Dublin","5","Coastal trade","000 Tonnes","166"
"TBQ05C01","Goods Handled","20202","2020Q2","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","2155"
"TBQ05C01","Goods Handled","20202","2020Q2","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","248"
"TBQ05C01","Goods Handled","20202","2020Q2","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","931"
"TBQ05C01","Goods Handled","20202","2020Q2","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","94"
"TBQ05C01","Goods Handled","20202","2020Q2","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","761"
"TBQ05C01","Goods Handled","20202","2020Q2","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","121"
"TBQ05C01","Goods Handled","20202","2020Q2","IEORK","Cork","-","All regions of trade","000 Tonnes","2076"
"TBQ05C01","Goods Handled","20202","2020Q2","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","120"
"TBQ05C01","Goods Handled","20202","2020Q2","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","819"
"TBQ05C01","Goods Handled","20202","2020Q2","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","259"
"TBQ05C01","Goods Handled","20202","2020Q2","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","761"
"TBQ05C01","Goods Handled","20202","2020Q2","IEORK","Cork","5","Coastal trade","000 Tonnes","118"
"TBQ05C01","Goods Handled","20202","2020Q2","IEROS","Rosslare","-","All regions of trade","000 Tonnes","128"
"TBQ05C01","Goods Handled","20202","2020Q2","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","100"
"TBQ05C01","Goods Handled","20202","2020Q2","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","28"
"TBQ05C01","Goods Handled","20202","2020Q2","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C01","Goods Handled","20202","2020Q2","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C01","Goods Handled","20202","2020Q2","IEROS","Rosslare","5","Coastal trade","000 Tonnes","."
"TBQ05C01","Goods Handled","20202","2020Q2","IEWAT","Waterford","-","All regions of trade","000 Tonnes","451"
"TBQ05C01","Goods Handled","20202","2020Q2","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","22"
"TBQ05C01","Goods Handled","20202","2020Q2","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","291"
"TBQ05C01","Goods Handled","20202","2020Q2","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","79"
"TBQ05C01","Goods Handled","20202","2020Q2","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","59"
"TBQ05C01","Goods Handled","20202","2020Q2","IEWAT","Waterford","5","Coastal trade","000 Tonnes","."
"TBQ05C01","Goods Handled","20203","2020Q3","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","12302"
"TBQ05C01","Goods Handled","20203","2020Q3","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4883"
"TBQ05C01","Goods Handled","20203","2020Q3","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","4522"
"TBQ05C01","Goods Handled","20203","2020Q3","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","604"
"TBQ05C01","Goods Handled","20203","2020Q3","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1830"
"TBQ05C01","Goods Handled","20203","2020Q3","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","463"
"TBQ05C01","Goods Handled","20203","2020Q3","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","415"
"TBQ05C01","Goods Handled","20203","2020Q3","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","209"
"TBQ05C01","Goods Handled","20203","2020Q3","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","206"
"TBQ05C01","Goods Handled","20203","2020Q3","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","293"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","87"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","158"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","39"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","8"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","1"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDUB","Dublin","-","All regions of trade","000 Tonnes","6568"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4159"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","2074"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","141"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","52"
"TBQ05C01","Goods Handled","20203","2020Q3","IEDUB","Dublin","5","Coastal trade","000 Tonnes","142"
"TBQ05C01","Goods Handled","20203","2020Q3","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","2396"
"TBQ05C01","Goods Handled","20203","2020Q3","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","264"
"TBQ05C01","Goods Handled","20203","2020Q3","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","1090"
"TBQ05C01","Goods Handled","20203","2020Q3","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","140"
"TBQ05C01","Goods Handled","20203","2020Q3","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","780"
"TBQ05C01","Goods Handled","20203","2020Q3","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","121"
"TBQ05C01","Goods Handled","20203","2020Q3","IEORK","Cork","-","All regions of trade","000 Tonnes","2159"
"TBQ05C01","Goods Handled","20203","2020Q3","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","141"
"TBQ05C01","Goods Handled","20203","2020Q3","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","846"
"TBQ05C01","Goods Handled","20203","2020Q3","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","242"
"TBQ05C01","Goods Handled","20203","2020Q3","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","730"
"TBQ05C01","Goods Handled","20203","2020Q3","IEORK","Cork","5","Coastal trade","000 Tonnes","199"
"TBQ05C01","Goods Handled","20203","2020Q3","IEROS","Rosslare","-","All regions of trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEROS","Rosslare","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20203","2020Q3","IEWAT","Waterford","-","All regions of trade","000 Tonnes","472"
"TBQ05C01","Goods Handled","20203","2020Q3","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","22"
"TBQ05C01","Goods Handled","20203","2020Q3","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","354"
"TBQ05C01","Goods Handled","20203","2020Q3","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","41"
"TBQ05C01","Goods Handled","20203","2020Q3","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","55"
"TBQ05C01","Goods Handled","20203","2020Q3","IEWAT","Waterford","5","Coastal trade","000 Tonnes",""
"TBQ05C01","Goods Handled","20204","2020Q4","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","13197"
"TBQ05C01","Goods Handled","20204","2020Q4","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","5482"
"TBQ05C01","Goods Handled","20204","2020Q4","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","4906"
"TBQ05C01","Goods Handled","20204","2020Q4","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","551"
"TBQ05C01","Goods Handled","20204","2020Q4","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","1776"
"TBQ05C01","Goods Handled","20204","2020Q4","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","483"
"TBQ05C01","Goods Handled","20204","2020Q4","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","58"
"TBQ05C01","Goods Handled","20204","2020Q4","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","58"
"TBQ05C01","Goods Handled","20204","2020Q4","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","365"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","125"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","198"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDRO","Drogheda","3","Foreign trade: Non-EU","000 Tonnes","28"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDRO","Drogheda","4","Foreign trade: Other ports","000 Tonnes","11"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDRO","Drogheda","5","Coastal trade","000 Tonnes","3"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDUB","Dublin","-","All regions of trade","000 Tonnes","6959"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDUB","Dublin","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","4350"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDUB","Dublin","2","Foreign trade: Other EU","000 Tonnes","2295"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDUB","Dublin","3","Foreign trade: Non-EU","000 Tonnes","123"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDUB","Dublin","4","Foreign trade: Other ports","000 Tonnes","23"
"TBQ05C01","Goods Handled","20204","2020Q4","IEDUB","Dublin","5","Coastal trade","000 Tonnes","168"
"TBQ05C01","Goods Handled","20204","2020Q4","IEFOV","Shannon Foynes","-","All regions of trade","000 Tonnes","2570"
"TBQ05C01","Goods Handled","20204","2020Q4","IEFOV","Shannon Foynes","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","231"
"TBQ05C01","Goods Handled","20204","2020Q4","IEFOV","Shannon Foynes","2","Foreign trade: Other EU","000 Tonnes","1319"
"TBQ05C01","Goods Handled","20204","2020Q4","IEFOV","Shannon Foynes","3","Foreign trade: Non-EU","000 Tonnes","235"
"TBQ05C01","Goods Handled","20204","2020Q4","IEFOV","Shannon Foynes","4","Foreign trade: Other ports","000 Tonnes","676"
"TBQ05C01","Goods Handled","20204","2020Q4","IEFOV","Shannon Foynes","5","Coastal trade","000 Tonnes","109"
"TBQ05C01","Goods Handled","20204","2020Q4","IEORK","Cork","-","All regions of trade","000 Tonnes","2216"
"TBQ05C01","Goods Handled","20204","2020Q4","IEORK","Cork","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","269"
"TBQ05C01","Goods Handled","20204","2020Q4","IEORK","Cork","2","Foreign trade: Other EU","000 Tonnes","705"
"TBQ05C01","Goods Handled","20204","2020Q4","IEORK","Cork","3","Foreign trade: Non-EU","000 Tonnes","124"
"TBQ05C01","Goods Handled","20204","2020Q4","IEORK","Cork","4","Foreign trade: Other ports","000 Tonnes","917"
"TBQ05C01","Goods Handled","20204","2020Q4","IEORK","Cork","5","Coastal trade","000 Tonnes","201"
"TBQ05C01","Goods Handled","20204","2020Q4","IEROS","Rosslare","-","All regions of trade","000 Tonnes","566"
"TBQ05C01","Goods Handled","20204","2020Q4","IEROS","Rosslare","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","460"
"TBQ05C01","Goods Handled","20204","2020Q4","IEROS","Rosslare","2","Foreign trade: Other EU","000 Tonnes","107"
"TBQ05C01","Goods Handled","20204","2020Q4","IEROS","Rosslare","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEROS","Rosslare","4","Foreign trade: Other ports","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEROS","Rosslare","5","Coastal trade","000 Tonnes","."
"TBQ05C01","Goods Handled","20204","2020Q4","IEWAT","Waterford","-","All regions of trade","000 Tonnes","463"
"TBQ05C01","Goods Handled","20204","2020Q4","IEWAT","Waterford","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","47"
"TBQ05C01","Goods Handled","20204","2020Q4","IEWAT","Waterford","2","Foreign trade: Other EU","000 Tonnes","283"
"TBQ05C01","Goods Handled","20204","2020Q4","IEWAT","Waterford","3","Foreign trade: Non-EU","000 Tonnes","41"
"TBQ05C01","Goods Handled","20204","2020Q4","IEWAT","Waterford","4","Foreign trade: Other ports","000 Tonnes","90"
"TBQ05C01","Goods Handled","20204","2020Q4","IEWAT","Waterford","5","Coastal trade","000 Tonnes","2"
"TBQ05C01","Goods Handled","20211","2021Q1","IEMIP","All Main Irish Ports","-","All regions of trade","000 Tonnes","12136"
"TBQ05C01","Goods Handled","20211","2021Q1","IEMIP","All Main Irish Ports","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","3562"
"TBQ05C01","Goods Handled","20211","2021Q1","IEMIP","All Main Irish Ports","2","Foreign trade: Other EU","000 Tonnes","5247"
"TBQ05C01","Goods Handled","20211","2021Q1","IEMIP","All Main Irish Ports","3","Foreign trade: Non-EU","000 Tonnes","780"
"TBQ05C01","Goods Handled","20211","2021Q1","IEMIP","All Main Irish Ports","4","Foreign trade: Other ports","000 Tonnes","2024"
"TBQ05C01","Goods Handled","20211","2021Q1","IEMIP","All Main Irish Ports","5","Coastal trade","000 Tonnes","523"
"TBQ05C01","Goods Handled","20211","2021Q1","IEBYT","Bantry Bay","-","All regions of trade","000 Tonnes","82"
"TBQ05C01","Goods Handled","20211","2021Q1","IEBYT","Bantry Bay","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","."
"TBQ05C01","Goods Handled","20211","2021Q1","IEBYT","Bantry Bay","2","Foreign trade: Other EU","000 Tonnes","."
"TBQ05C01","Goods Handled","20211","2021Q1","IEBYT","Bantry Bay","3","Foreign trade: Non-EU","000 Tonnes","."
"TBQ05C01","Goods Handled","20211","2021Q1","IEBYT","Bantry Bay","4","Foreign trade: Other ports","000 Tonnes","82"
"TBQ05C01","Goods Handled","20211","2021Q1","IEBYT","Bantry Bay","5","Coastal trade","000 Tonnes","."
"TBQ05C01","Goods Handled","20211","2021Q1","IEDRO","Drogheda","-","All regions of trade","000 Tonnes","355"
"TBQ05C01","Goods Handled","20211","2021Q1","IEDRO","Drogheda","1","Foreign trade: Great Britain and Northern Ireland","000 Tonnes","70"
"TBQ05C01","Goods Handled","20211","2021Q1","IEDRO","Drogheda","2","Foreign trade: Other EU","000 Tonnes","230"
